,ID,calldate,callend,duration,connect_duration,progress_time,first_rtp_time,caller,caller_domain,caller_reverse,callername,callername_reverse,called,called_domain,called_reverse,sipcallerip,sipcallerport,sipcalledip,sipcalledport,whohanged,bye,lastSIPresponse_id,lastSIPresponseNum,sighup,dscp,a_index,b_index,a_payload,b_payload,a_saddr,b_saddr,a_received,b_received,a_lost,b_lost,a_ua_id,b_ua_id,a_avgjitter_mult10,b_avgjitter_mult10,a_maxjitter,b_maxjitter,a_sl1,a_sl2,a_sl3,a_sl4,a_sl5,a_sl6,a_sl7,a_sl8,a_sl9,a_sl10,a_d50,a_d70,a_d90,a_d120,a_d150,a_d200,a_d300,b_sl1,b_sl2,b_sl3,b_sl4,b_sl5,b_sl6,b_sl7,b_sl8,b_sl9,b_sl10,b_d50,b_d70,b_d90,b_d120,b_d150,b_d200,b_d300,a_mos_lqo_mult10,b_mos_lqo_mult10,a_mos_f1_mult10,a_mos_f2_mult10,a_mos_adapt_mult10,b_mos_f1_mult10,b_mos_f2_mult10,b_mos_adapt_mult10,a_rtcp_loss,a_rtcp_maxfr,a_rtcp_avgfr_mult10,a_rtcp_maxjitter,a_rtcp_avgjitter_mult10,b_rtcp_loss,b_rtcp_maxfr,b_rtcp_avgfr_mult10,b_rtcp_maxjitter,b_rtcp_avgjitter_mult10,a_last_rtp_from_end,b_last_rtp_from_end,payload,jitter_mult10,mos_min_mult10,a_mos_min_mult10,b_mos_min_mult10,packet_loss_perc_mult1000,a_packet_loss_perc_mult1000,b_packet_loss_perc_mult1000,delay_sum,a_delay_sum,b_delay_sum,delay_avg_mult100,a_delay_avg_mult100,b_delay_avg_mult100,delay_cnt,a_delay_cnt,b_delay_cnt,rtcp_avgfr_mult10,rtcp_avgjitter_mult10,lost,id_sensor,price_operator_mult100,price_operator_currency_id,price_customer_mult100,price_customer_currency_id,reason_sip_cause,reason_sip_text_id,reason_q850_cause,reason_q850_text_id,caller_silence,called_silence,caller_silence_end,called_silence_end,a_mos_xr_min_mult10,b_mos_xr_min_mult10,a_mos_xr_mult10,b_mos_xr_mult10,response_time_100,response_time_xxx,a_mos_f1_min_mult10,a_mos_f2_min_mult10,a_mos_adapt_min_mult10,b_mos_f1_min_mult10,b_mos_f2_min_mult10,b_mos_adapt_min_mult10,a_rtp_ptime,b_rtp_ptime,flags,ipaddr_caller,ipaddr_called,ipaddr_lat_sip_caller,ipaddr_lat_ip_called,ipaddr_lons_ip_caller,ipaddr_lons_ip_called,caller_city_asn,called_city_asn
968,76107915,2018-05-01 12:12:53,2018-05-01 12:14:09,76,69.0,0.0,,709749,sanitized,947907,sanitized,sanitized,device,sanitized,ecived,3227975506,11000,1676539840,1025,caller,3,1,200,0,33685504,,,,,,,,,,,2.0,3931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,255.0,,255.0,,,16.0,21.0,,,,,,,,,1.0,192.0,,,,,,,,,,192.102.255.82,99.237.247.192,43.6319,47.6333,-79.3716,-52.85,,Portugal Cove
1013,76105940,2018-05-01 11:43:03,2018-05-01 11:47:40,277,268.0,0.0,,709739,sanitized,937907,sanitized,sanitized,device,sanitized,ecived,3227975507,11000,2392989210,5060,callee,3,1,200,0,33685504,,,,,,,,,,,2.0,3932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,255.0,,255.0,,,,,,,,,,,,,1.0,160.0,,,,,,,,,,192.102.255.83,142.162.30.26,43.6319,47.5986,-79.3716,-52.6926,,St. John's
1021,76102225,2018-05-01 01:39:18,2018-05-01 01:41:09,111,106.0,0.0,5.0,604739,sanitized,937406,sanitized,sanitized,100ds,sanitized,sd001,3227975250,11000,2919736882,5060,callee,3,1,200,0,33685550,1.0,0.0,9.0,9.0,3227975250.0,2919736882.0,5271.0,5271.0,1.0,0.0,2.0,3987.0,1.0,34.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,2.0,,,,,,0.0,0.0,9.0,34.0,45.0,45.0,45.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,501,,255.0,,255.0,,,,,,,,,,,,,2.0,96.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.254.82,174.7.166.50,43.6319,49.299,-79.3716,-123.1408,,Vancouver
1072,76101040,2018-05-01 00:16:54,2018-05-01 00:19:49,175,160.0,3.0,,604639,sanitized,936406,sanitized,sanitized,876952,sanitized,96781+,3227975250,11000,1208998796,5060,caller,3,1,200,0,33685504,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,,,,,,,,,,,,,,,,,2.0,3235.0,,,,,,,,,,192.102.254.82,72.15.219.140,43.6319,35.2277,-79.3716,-80.8439,,Charlotte
1155,76107335,2018-05-01 12:07:55,2018-05-01 12:08:10,15,10.0,0.0,5.0,519339,sanitized,933915,sanitized,sanitized,200,sanitized,002,3227975504,7000,755177258,1054,callee,3,1,200,0,33554432,0.0,1.0,9.0,9.0,3227975506.0,755177258.0,445.0,442.0,0.0,0.0,2.0,3081.0,1.0,24.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,38.0,0.0,0.0,0.0,0.0,3.0,,,,,,1.0,1.0,9.0,24.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,802,,,,,,,16.0,21.0,,,,,,,,,69.0,141.0,45.0,45.0,45.0,45.0,45.0,38.0,20.0,20.0,,192.102.255.80,45.3.23.42,43.6319,42.9856,-79.3716,-81.1821,,London
1251,76109462,2018-05-01 12:26:16,2018-05-01 12:28:11,115,99.0,3.0,3.0,d4a019,sanitized,910a4d,sanitized,sanitized,571057,sanitized,750175,1676840295,1025,1654599251,11000,caller,3,1,200,0,33690112,2.0,0.0,9.0,9.0,1676840295.0,1654599251.0,4952.0,5600.0,1.0,1.0,3146.0,2.0,40.0,1.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,65535.0,0.0,0.0,13.0,79.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,9.0,40.0,45.0,45.0,45.0,20.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,902,,255.0,,255.0,,,,,,,,,,,,,2.0,7.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,99.242.141.103,98.159.46.83,48.9682,40.7432,-54.5906,-75.2242,Gander,Easton
1412,76106829,2018-05-01 12:00:12,2018-05-01 12:00:41,29,24.0,0.0,5.0,416688,sanitized,886614,sanitized,sanitized,user_q,sanitized,q_resu,3227975506,11000,1168513348,1028,callee,3,1,200,0,33685504,2.0,1.0,0.0,0.0,3227975506.0,1168513348.0,1042.0,1075.0,2.0,0.0,2.0,5.0,2.0,14.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,14.0,45.0,45.0,45.0,192.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,801,,,,,,,16.0,21.0,,,,,,,,,2.0,295.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.82,69.166.25.68,43.6319,43.5637,-79.3716,-79.7202,,Mississauga
1498,76102667,2018-05-01 02:24:36,2018-05-01 02:24:39,3,3.0,0.0,0.0,844768,sanitized,867448,sanitized,sanitized,780462,sanitized,264087,3227975250,11000,3632003165,5060,caller,3,1,200,0,33685504,0.0,1.0,0.0,0.0,3227975250.0,3632003165.0,109.0,107.0,0.0,0.0,2.0,,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,3.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,501,,255.0,,255.0,,,16.0,21.0,,,,,,,,,1.0,31.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.254.82,216.123.248.93,43.6319,53.4609,-79.3716,-113.4519,,Edmonton
1518,76103220,2018-05-01 04:09:36,2018-05-01 04:11:04,88,77.0,0.0,11.0,011668,sanitized,866110,sanitized,sanitized,604425,sanitized,44061+,3227975506,11000,1139062277,5060,callee,3,1,200,0,0,0.0,1.0,0.0,0.0,3227975506.0,845250899.0,3893.0,3885.0,0.0,0.0,2.0,970.0,1.0,54.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,2.0,2.0,,,,,,0.0,0.0,0.0,54.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,801,,,,,,,,,,,,,,,,,38.0,38.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.82,67.228.182.5,43.6319,32.7787,-79.3716,-96.8217,,Dallas
1692,76108410,2018-05-01 12:18:37,2018-05-01 12:19:08,31,26.0,1.0,6.0,258,sanitized,852,sanitized,sanitized,255,sanitized,552,3227975504,7000,1210478362,1182,callee,3,1,200,0,33554432,0.0,1.0,9.0,9.0,3227975506.0,1210478362.0,1263.0,1255.0,0.0,4.0,2.0,2256.0,1.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,43.0,65535.0,3.0,6.0,2.0,17.0,,,,,,0.0,0.0,9.0,18.0,45.0,45.0,45.0,318.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,4.0,802,,,,,,,,,,,,,,,,,192.0,283.0,45.0,45.0,45.0,45.0,45.0,41.0,20.0,20.0,,192.102.255.80,72.38.111.26,43.6319,42.2767,-79.3716,-83.0793,,Windsor
1870,76108298,2018-05-01 12:16:27,2018-05-01 12:17:50,83,76.0,0.0,7.0,519328,sanitized,823915,sanitized,sanitized,200,sanitized,002,3227975506,11000,412232355,5060,caller,3,1,200,0,33685504,2.0,1.0,9.0,9.0,3227975506.0,412232355.0,3813.0,3797.0,0.0,29.0,2.0,3649.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,44.0,45.0,44.0,0.0,0.0,0.0,0.0,2.0,,,,,,0.0,0.0,9.0,5.0,45.0,45.0,45.0,758.0,0.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,801,,,,,,,16.0,21.0,,,,,,,,,1.0,93.0,45.0,45.0,45.0,42.0,42.0,41.0,20.0,20.0,,192.102.255.82,24.146.42.163,43.6319,42.95,-79.3716,-82.1167,,Wyoming
1888,76103606,2018-05-01 08:50:57,2018-05-01 08:51:43,46,35.0,0.0,11.0,519328,sanitized,823915,sanitized,sanitized,201,sanitized,102,3227975507,11000,405976275,5060,callee,3,1,200,0,33685504,2.0,1.0,9.0,9.0,3227975507.0,405976275.0,1760.0,1771.0,0.0,0.0,2.0,,2.0,8.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,42.0,,,,,,,,,,,0.0,0.0,9.0,8.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,801,,,,,,,,,,,,,,,,,1.0,219.0,45.0,45.0,45.0,45.0,45.0,37.0,20.0,20.0,,192.102.255.83,24.50.180.211,43.6319,43.2271,-79.3716,-79.871,,Hamilton
1901,76106449,2018-05-01 11:54:46,2018-05-01 11:55:21,35,31.0,0.0,5.0,519328,sanitized,823915,sanitized,sanitized,225,sanitized,522,3227975504,7000,3638379143,11060,caller,3,1,200,0,33554432,0.0,1.0,0.0,0.0,3227975507.0,3638379143.0,1523.0,1524.0,0.0,0.0,2.0,2177.0,1.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0,7.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,802,,,,,,,16.0,21.0,,,,,,,,,33.0,123.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.80,216.221.66.135,43.6319,43.3799,-79.3716,-79.7668,,Burlington
2148,76109924,2018-05-01 12:32:53,2018-05-01 12:33:23,30,23.0,1.0,7.0,705487,sanitized,784507,sanitized,sanitized,user_x,sanitized,x_resu,3227975504,7000,2479012700,1035,callee,3,1,200,0,33554432,0.0,1.0,0.0,0.0,3227975506.0,2479012700.0,1154.0,1144.0,0.0,0.0,2.0,3452.0,1.0,23.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,43.0,0.0,0.0,0.0,1422.0,3572.0,,,,,,0.0,0.0,0.0,23.0,45.0,45.0,45.0,0.0,0.0,0.0,80.0,0.0,80.0,8000.0,0.0,8000.0,1.0,0.0,1.0,0.0,3572.0,0.0,802,,,,,,,,,,,,,,,,,70.0,83.0,45.0,45.0,45.0,45.0,45.0,41.0,20.0,20.0,,192.102.255.80,147.194.187.92,43.6319,44.0168,-79.3716,-78.3995,,Port Hope
3138,76100630,2018-05-01 00:05:47,2018-05-01 00:05:57,10,5.0,1.0,,202772,sanitized,72021+,sanitized,sanitized,Thomas,sanitized,samohT,1654599251,11000,1818172010,5060,caller,3,1,200,0,33685504,,,,,,,,,,,2.0,3919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,,,,,,,16.0,21.0,,,,,,,,,1.0,95.0,,,,,,,,,,98.159.46.83,108.95.26.106,40.7432,42.5038,-75.2242,-83.4764,Easton,Novi
3141,76100648,2018-05-01 00:05:47,2018-05-01 00:05:57,10,5.0,0.0,1.0,202772,sanitized,72021+,sanitized,sanitized,124862,sanitized,268421,1822862534,5060,1654599251,11000,caller,3,1,200,0,33690112,1.0,0.0,0.0,0.0,1139213648.0,1654599251.0,464.0,460.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,39.0,,,,,,,,,,,0.0,0.0,0.0,1.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,902,,255.0,,255.0,,,,,,,,,,,,,1.0,617.0,45.0,45.0,45.0,45.0,45.0,39.0,20.0,20.0,,108.166.172.198,98.159.46.83,33.0856,40.7432,-96.6115,-75.2242,Allen,Easton
3312,76109066,2018-05-01 12:24:53,2018-05-01 12:25:27,34,30.0,0.0,4.0,519659,sanitized,69151+,sanitized,sanitized,222,sanitized,222,3227975506,11000,1176303759,4539,caller,3,1,200,0,33685514,2.0,1.0,9.0,9.0,3227975506.0,1176303759.0,1446.0,1462.0,0.0,0.0,2.0,3912.0,2.0,80.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,3.0,1.0,1.0,0.0,0.0,,,45.0,45.0,45.0,41.0,45.0,42.0,0.0,0.0,0.0,2.0,18.0,,,,,,0.0,0.0,9.0,80.0,45.0,45.0,45.0,0.0,0.0,0.0,1825.0,0.0,1825.0,7935.0,0.0,7935.0,23.0,0.0,23.0,0.0,18.0,0.0,801,,,,,,,16.0,21.0,,,,,,,,,1.0,115.0,45.0,45.0,45.0,39.0,45.0,41.0,20.0,20.0,,192.102.255.82,70.28.248.143,43.6319,44.2099,-79.3716,-80.6238,,Priceville
3581,76108346,2018-05-01 12:18:09,2018-05-01 12:18:31,22,16.0,0.0,,902956,sanitized,659209,sanitized,sanitized,device,sanitized,ecived,3227975506,11000,2393277605,5060,callee,3,1,200,0,33685504,,,,,,,,,,,2.0,3931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,255.0,,255.0,,,16.0,21.0,,,,,,,,,1.0,133.0,,,,,,,,,,192.102.255.82,142.166.132.165,43.6319,45.2308,-79.3716,-66.0953,,Saint John
3978,76107482,2018-05-01 12:06:25,2018-05-01 12:06:53,28,20.0,0.0,8.0,705326,sanitized,623507,sanitized,sanitized,100,sanitized,001,3227975506,11000,1249172405,1029,callee,3,1,200,0,33685504,0.0,1.0,0.0,0.0,3227975506.0,1249172405.0,465.0,455.0,0.0,0.0,2.0,2708.0,1.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,,,0.0,7.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,801,,,,,,,16.0,21.0,,,,,,,,,1.0,72.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,4.0,192.102.255.82,74.116.219.181,43.6319,44.4548,-79.3716,-79.7352,,Barrie
4057,76108433,2018-05-01 12:19:07,2018-05-01 12:19:18,11,7.0,1.0,1.0,906,sanitized,609,sanitized,sanitized,907,sanitized,709,2914253051,37285,1654599248,7000,callee,3,1,200,0,131072,1.0,0.0,9.0,9.0,2914253051.0,1654599250.0,533.0,521.0,0.0,0.0,3277.0,2.0,33.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,39.0,,,,,,0.0,0.0,0.0,472.0,2360.0,0.0,0.0,9.0,33.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,0.0,902,,255.0,,255.0,,,16.0,21.0,,,,,,,,,2.0,7.0,45.0,45.0,45.0,45.0,45.0,39.0,20.0,20.0,,173.179.248.251,98.159.46.80,45.5528,40.7432,-73.6411,-75.2242,Montreal,Easton
4058,76108434,2018-05-01 12:19:07,2018-05-01 12:19:18,11,7.0,1.0,4.0,906,sanitized,609,sanitized,sanitized,907,sanitized,709,1654599248,7000,2914253051,38879,callee,3,1,200,0,33554432,0.0,1.0,9.0,9.0,1654599250.0,2914253051.0,387.0,375.0,0.0,0.0,2.0,3277.0,2.0,31.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,9.0,31.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902,,255.0,,255.0,,,,,,,,,,,,,89.0,190.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,98.159.46.80,173.179.248.251,40.7432,45.5528,-75.2242,-73.6411,Easton,Montreal
4068,76108134,2018-05-01 12:16:15,2018-05-01 12:16:18,3,3.0,0.0,0.0,306,sanitized,603,sanitized,sanitized,*98,sanitized,89*,3638379076,41789,1654599251,11000,caller,3,1,200,0,33688064,1.0,2.0,9.0,9.0,3638379076.0,1654599251.0,150.0,138.0,0.0,0.0,512.0,2.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,9.0,10.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,902,,255.0,,255.0,,,,,,,,,,,,,2.0,10.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,216.221.66.68,98.159.46.83,42.9888,40.7432,-82.3592,-75.2242,Sarnia,Easton
4070,76104901,2018-05-01 11:16:35,2018-05-01 11:21:05,270,263.0,0.0,7.0,1206,sanitized,6021,sanitized,sanitized,400,sanitized,004,3227975507,11000,410145163,30976,caller,3,1,200,0,33685504,2.0,1.0,9.0,9.0,3227975507.0,410145163.0,13033.0,13104.0,3.0,0.0,2.0,,8.0,51.0,8.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,9.0,51.0,45.0,45.0,45.0,23.0,23.0,0.0,1500.0,1500.0,80.0,8000.0,6250.0,8000.0,24.0,24.0,1.0,,,3.0,801,,,,,,,16.0,21.0,,,,,,,,,1.0,374.0,45.0,45.0,43.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.83,24.114.81.139,43.6319,43.7535,-79.3716,-79.4472,,North York
4139,76101819,2018-05-01 00:59:59,2018-05-01 01:03:21,202,199.0,0.0,3.0,395,sanitized,593,sanitized,sanitized,801,sanitized,108,3227975251,11000,3350650146,1038,caller,3,1,200,0,33685550,0.0,1.0,9.0,9.0,3227975251.0,3350650146.0,9954.0,9966.0,0.0,1.0,2.0,3245.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,9.0,2.0,45.0,45.0,45.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,501,,255.0,,255.0,,,16.0,21.0,,,,,,,,,1.0,100.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.254.83,199.182.221.34,43.6319,49.2478,-79.3716,-122.9938,,Burnaby
4216,76105919,2018-05-01 11:32:59,2018-05-01 11:47:19,860,846.0,0.0,14.0,170965,sanitized,569071,sanitized,sanitized,5efea1,sanitized,1aefe5,1654599250,11000,1676840295,5060,callee,3,1,200,0,33685522,0.0,1.0,9.0,9.0,1654599250.0,1676840295.0,42299.0,42304.0,3.0,6.0,2.0,3146.0,1.0,40.0,4.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,29490.0,1766.0,,,,,,0.0,0.0,9.0,40.0,45.0,45.0,45.0,14.0,7.0,14.0,60.0,0.0,60.0,6000.0,0.0,6000.0,1.0,0.0,1.0,0.0,1766.0,6.0,902,,255.0,,255.0,,,,,,,,,,,,,1.0,160.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,98.159.46.82,99.242.141.103,40.7432,48.9682,-75.2242,-54.5906,Easton,Gander
